inflected_form,lemma
partygoers,partygoer
partying,party
parures,parure
parvenus,parvenu
parver,parve
parvest,parve
pas,pa
pascals,pascal
pashas,pasha
pashed,pash
pashing,pash
pass-throughs,pass-through
passacaglias,passacaglia
passages,passage
passageways,passageway
passbooks,passbook
passed,pass
passenger-miles,passenger-mile
passengers,passenger
passerines,passerine
passers-by,passer-by
passersby,passerby
passes,pass
passing,pass
passings,passing
passionflowers,passionflower
passions,passion
passives,passive
passivists,passivist
passkeys,passkey
passovers,passover
passports,passport
passwords,password
pastas,pasta
pasted,paste
pastels,pastel
paster,past
pasterns,pastern
pastes,paste
pasteurised,pasteurise
pasteurisers,pasteuriser
pasteurising,pasteurise
pasteurized,pasteurize
pasteurizes,pasteurize
pasteurizing,pasteurize
pastiches,pastiche
pastier,pasty
pasties,pasty
pastiest,pasty
pastimes,pastime
pasting,paste
pastorales,pastorale
pastoralists,pastoralist
pastorals,pastoral
pastorates,pastorate
pastors,pastor
pastorships,pastorship
pastramis,pastrami
pastries,pastry
pasts,past
pastured,pasture
pastures,pasture
pasturing,pasture
patched,patch
patchers,patcher
patches,patch
patchier,patchy
patching,patch
patchworks,patchwork
patels,patel
patent-licensing,patent-license
patented,patent
patentees,patentee
patenter,patent
patenting,patent
patents,patent
pater,pat
paternalists,paternalist
pates,pate
pathans,pathan
patheticer,pathetic
pathfinders,pathfinder
pathogens,pathogen
pathologies,pathology
pathologists,pathologist
paths,path
pathways,pathway
patients,patient
patios,patio
patisseries,patisserie
patriarchates,patriarchate
patriarchies,patriarchy
patriarchs,patriarch
patricians,patrician
patricias,patricia
patricks,patrick
patrimonies,patrimony
patriotisms,patriotism
patriots,patriot
patroling,patrol
patrolled,patrol
patrollers,patroller
patrolling,patrol
patrolmen,patrolman
patrols,patrol
patronages,patronage
patrones,patrone
patronesses,patroness
patronised,patronise
patronisers,patroniser
patronises,patronise
patronising,patronise
patronized,patronize
patronizers,patronizer
patronizes,patronize
patronizing,patronize
patrons,patron
patroons,patroon
pats,pat
patsies,patsy
patted,pat
pattens,patten
pattered,patter
pattering,patter
patterned,pattern
patterns,pattern
patters,patter
patties,patty
patting,pat
pattys,patty
paulas,paula
paulines,pauline
paulownias,paulownia
pauls,paul
paunches,paunch
paunchier,paunchy
paunchiest,paunchy
pauperised,pauperise
pauperising,pauperise
pauperized,pauperize
paupers,pauper
paused,pause
pausers,pauser
pauses,pause
pausing,pause
pavanes,pavane
paved,pave
pavements,pavement
paves,pave
pavilions,pavilion
paving,pave
paving-stones,paving-stone
pavings,paving
paviors,pavior
pawed,paw
pawing,paw
pawnbrokers,pawnbroker
pawned,pawn
pawning,pawn
pawns,pawn
pawnshops,pawnshop
pawpaws,pawpaw
paws,paw
pay-days,pay-day
pay-offs,pay-off
pay-outs,pay-out
pay-packets,pay-packet
pay-phones,pay-phone
pay-slips,pay-slip
payables,payable
paybacks,payback
paychecks,paycheck
paydays,payday
paydowns,paydown
payed,pay
payees,payee
payers,payer
paying,pay
payloads,payload
paymasters,paymaster
payments,payment
payoffs,payoff
payolas,payola
payouts,payout
payrolls,payroll
pays,pay
pbxs,pbx
pcbs,pcb
pcs,pc
peaced,peace
peacekeepers,peacekeeper
peacekeeping,peacekeepe
peacemakers,peacemaker
peaces,peace
peaches,peach
peacocking,peacock
peacocks,peacock
peafowls,peafowl
peahens,peahen
peaked,peak
peaking,peak
peaks,peak
pealed,peal
pealing,peal
peals,peal
peans,pean
peanuts,peanut
pearled,pearl
pearler,pearl
pearlers,pearler
pearlier,pearly
pearlies,pearly
pearliest,pearly
pearling,pearl
pearls,pearl
pears,pear
peas,pea
peasants,peasant
peashooters,peashooter
peats,peat
peaveys,peavey
pebbled,pebble
pebbles,pebble
pecans,pecan
peccadilloes,peccadillo
peccadillos,peccadillo
peccaries,peccary
pecked,peck
peckers,pecker
pecking,peck
pecks,peck
pectins,pectin
pectorals,pectoral
peculiarities,peculiarity
peculiars,peculiar
pedagogies,pedagogy
pedagogues,pedagogue
pedaled,pedal
pedaler,pedal
pedaling,pedal
pedalos,pedalo
pedals,pedal
pedants,pedant
peddled,peddle
peddlers,peddler
peddles,peddle
peddling,peddle
pederasts,pederast
pedes,pes
pedestals,pedestal
pedestrianised,pedestrianise
pedestrianising,pedestrianise
pedestrianized,pedestrianize
pedestrians,pedestrian
pediatricians,pediatrician
pediatrics,paediatrics
pedicabs,pedicab
pedicels,pedicel
pedicles,pedicle
pedicures,pedicure
pedigrees,pedigree
pediments,pediment
pedipalps,pedipalp
pedlars,pedlar
pedometers,pedometer
peduncles,peduncle
peed,pee
peeing,pee
peeked,peek
peekers,peeker
peeking,peek
peeks,peek
peeled,peel
peelers,peeler
peeling,peel
peelings,peeling
peels,peel
peening,peen
peens,peen
peep-shows,peep-show
peeped,peep
peepers,peeper
peepholes,peephole
peeping,peep
peeps,peep
peepshows,peepshow
peer-reviewed,peer-review
peerages,peerage
peered,peer
peering,peer
peers,peer
pees,pee
peeved,peeve
peeves,peeve
peeving,peeve
peewees,peewee
peformed,peform
pegboards,pegboard
pegged,peg
pegging,peg
peggys,peggy
pegmatites,pegmatite
pegs,peg
peignoirs,peignoir
pejoratives,pejorative
pekans,pekan
pelargoniums,pelargonium
pelhams,pelham
pelicans,pelican
pelites,pelite
pelleted,pellet
pellets,pellet
pelmets,pelmet
pelted,pelt
pelters,pelter
pelting,pelt
peltons,pelton
peltries,peltry
pelts,pelt
pelvises,pelvis
pembrokes,pembroke
pen-names,pen-name
pen-pushers,pen-pusher
penalised,penalise
penalises,penalise
penalising,penalise
penalities,penality
penalized,penalize
penalizes,penalize
penalizing,penalize
penalties,penalty
penances,penance
penans,penan
pences,pence
penchants,penchant
penciled,pencil
penciling,pencil
pencilled,pencil
pencilling,pencil
pencils,pencil
pendants,pendant
pended,pend
pendentives,pendentive
pending,pend
pendleburys,pendlebury
pends,pend
pendulums,pendulum
penelopes,penelope
penetrated,penetrate
penetrates,penetrate
penetrating,penetrate
penetrations,penetration
penetrators,penetrator
penguins,penguin
penicillins,penicillin
peninsulas,peninsula
penises,penis
penitentiaries,penitentiary
penitents,penitent
penknives,penknife
pennants,pennant
penned,pen
pennies,penny
penning,pen
penns,penn
pennsylvanias,pennsylvania
penny-dreadfuls,penny-dreadful
penny-pinchers,penny-pincher
pennys,penny
pens,pen
pensioned,pension
pensioners,pensioner
pensioning,pension
pensions,pension
penstemons,penstemon
penstocks,penstock
pent,pen
pentacles,pentacle
pentagons,pentagon
pentanes,pentane
penthouses,penthouse
penumbrae,penumbra
penumbras,penumbra
peonies,peony
peons,peon
people-movers,people-mover
peopled,people
peoplemeters,peoplemeter
peoples,people
peopling,people
pepenadores,pepenadore
peplums,peplum
pepped,pep
pepper-pots,pepper-pot
peppercorns,peppercorn
peppered,pepper
peppering,pepper
peppermints,peppermint
peppers,pepper
peppier,peppy
peppiest,peppy
pepping,pep
peps,pep
peptidases,peptidase
peptides,peptide
per-diems,per-diem
perambulates,perambulate
perambulating,perambulate
perambulations,perambulation
perambulators,perambulator
perborates,perborate
percales,percale
perceived,perceive
perceivers,perceiver
perceives,perceive
perceiving,perceive
percentages,percentage
percentiles,percentile
perceptions,perception
percepts,percept
perched,perch
perchers,percher
perches,perch
perching,perch
perchlorates,perchlorate
percolated,percolate
percolates,percolate
percolating,percolate
percolators,percolator
percussed,percuss
percusses,percuss
percussionists,percussionist
percussions,percussion
percys,percy
perditions,perdition
perdues,perdue
peregrinating,peregrinate
peregrinations,peregrination
peregrines,peregrine
perennials,perennial
peres,pere
perfected,perfect
perfecting,perfect
perfectionists,perfectionist
perfections,perfection
perfectos,perfecto
perfects,perfect
perfidies,perfidy
perforated,perforate
perforates,perforate
perforating,perforate
perforations,perforation
perforators,perforator
performances,performance
performed,perform
performers,performer
performing,perform
performing-arts,performing-art
performs,perform
perfumed,perfume
perfumeries,perfumery
perfumers,perfumer
perfumes,perfume
perfuming,perfume
perfused,perfuse
perfuses,perfuse
pergolas,pergola
peridots,peridot
perigees,perigee
perils,peril
perimeters,perimeter
periodicals,periodical
periods,period
peripherals,peripheral
peripheries,periphery
periscopes,periscope
perishables,perishable
perished,perish
perishes,perish
perishing,perish
periwigs,periwig
periwinkles,periwinkle
perjured,perjure
perjurers,perjurer
perjuring,perjure
perked,perk
perkier,perky
perkiest,perky
perking,perk
perks,perk
permanganates,permanganate
permeabilities,permeability
permeated,permeate
permeates,permeate
permeating,permeate
permeations,permeation
permissions,permission
permits,permit
permitted,permit
permitting,permit
perms,perm
permutations,permutation
permuting,permute
peronists,peronist
perorating,perorate
perorations,peroration
peroxided,peroxide
peroxides,peroxide
perpetrated,perpetrate
perpetrates,perpetrate
perpetrating,perpetrate
perpetrators,perpetrator
perpetuals,perpetual
perpetuated,perpetuate
perpetuates,perpetuate
perpetuating,perpetuate
perpetuations,perpetuation
perpetuities,perpetuity
perplexed,perplex
perplexes,perplex
perplexing,perplex
perplexities,perplexity
perquisites,perquisite
perries,perry
persecuted,persecute
persecutes,persecute
persecuting,persecute
persecutions,persecution
persecutors,persecutor
persevered,persevere
perseveres,persevere
persevering,persevere
pershings,pershing
persians,persian
persias,persia
persimmons,persimmon
persisted,persist
persisting,persist
persists,persist
personae,persona
personages,personage
personal-computing,personal-compute
personalised,personalise
personalises,personalise
personalising,personalise
personalities,personality
personalizations,personalization
personalized,personalize
personalizes,personalize
personalizing,personalize
personals,personal
personalties,personalty
personas,persona
personating,personate
personifications,personification
personified,personify
personifies,personify
personifying,personify
personnels,personnel
persons,person
perspectives,perspective
perspired,perspire
perspires,perspire
perspiring,perspire
persuaded,persuade
persuaders,persuader
persuades,persuade
persuading,persuade
persuasions,persuasion
pertained,pertain
pertaining,pertain
pertains,pertain
perter,pert
perths,perth
perturbations,perturbation
perturbed,perturb
perturbing,perturb
perturbs,perturb
perugias,perugia
perukes,peruke
perus,peru
perusals,perusal
perused,peruse
peruses,peruse
perusing,peruse
peruvians,peruvian
pervaded,pervade
pervades,pervade
pervading,pervade
perversions,perversion
perversities,perversity
perverted,pervert
perverters,perverter
perverting,pervert
perverts,pervert
pervs,perv
pes,pe
pescaras,pescara
pesetas,peseta
pesewas,pesewa
peskier,pesky
peskiest,pesky
pesos,peso
pessaries,pessary
pessimists,pessimist
pestered,pester
pestering,pester
pesters,pester
pesticides,pesticide
pestilences,pestilence
pestles,pestle
pests,pest
petals,petal
petards,petard
petered,peter
petering,peter
peters,peter
petes,pete
petioles,petiole
petitioned,petition
petitioners,petitioner
petitioning,petition
petitions,petition
petrels,petrel
petries,petry
petrifactions,petrifaction
petrified,petrify
petrifies,petrify
petrifying,petrify
petro-chemicals,petro-chemical
petrochemicals,petrochemical
petrodollars,petrodollar
petroglyphs,petroglyph
petrolatums,petrolatum
petroleum-products,petroleum-product
petroleums,petroleum
petrols,petrol
pets,pet
petted,pet
petters,petter
petticoats,petticoat
pettier,petty
pettifoggers,pettifogger
petting,pet
petunias,petunia
peugeots,peugeot
pewits,pewit
pews,pew
pewterers,pewterer
pfennigs,pfennig
phaetons,phaeton
phages,phage
phagocytes,phagocyte
phalanges,phalange
phalanxes,phalanx
phalaropes,phalarope
phalluses,phallus
phantasms,phantasm
phantoms,phantom
pharaohs,pharaoh
pharisees,pharisee
pharmacies,pharmacy
pharmacists,pharmacist
pharmacologists,pharmacologist
pharmacopeias,pharmacopeia
pharmacopoeias,pharmacopoeia
phased,phase
phaseouts,phaseout
phases,phase
phasing,phase
pheasants,pheasant
phenologists,phenologist
phenols,phenol
phenomena,phenomenon
phenomenons,phenomenon
phenothiazines,phenothiazine
phenotypes,phenotype
pheromones,pheromone
phials,phial
philadelphias,philadelphia
philandered,philander
philanderers,philanderer
philandering,philander
philanders,philander
philanthropies,philanthropy
philanthropists,philanthropist
philatelists,philatelist
philharmonics,philharmonic
philippines,philippine
philips,philip
philistines,philistine
phillips,phillip
phillumenists,phillumenist
philodendrons,philodendron
philologists,philologist
philosophers,philosopher
philosophies,philosophy
philosophised,philosophise
philosophises,philosophise
philosophising,philosophise
philosophized,philosophize
philosophizes,philosophize
philosophizing,philosophize
phils,phil
phis,phi
phlebotomies,phlebotomy
phlebotomists,phlebotomist
phloxes,phlox
phobias,phobia
phobos,phobo
phoebes,phoebe
phoenixes,phoenix
phone-answering,phone-answer
phone-ins,phone-in
phone-lines,phone-line
phonecalls,phonecall
phoned,phone
phonemes,phoneme
phones,phone
phoneticians,phonetician
phonier,phoney
phonies,phony
phoniest,phoney
phoning,phone
phonograms,phonogram
phonographs,phonograph
phonons,phonon
phons,phon
phosphatases,phosphatase
phosphates,phosphate
phosphatizing,phosphatize
phosphines,phosphine
phospholipids,phospholipid
phosphors,phosphor
photocells,photocell
photocopied,photocopy
photocopiers,photocopier
photocopies,photocopy
photocopying,photocopy
photofinishers,photofinisher
photofinishing,photofinish
photogrammetrists,photogrammetrist
photograms,photogram
photographed,photograph
photographers,photographer
photographies,photography
photographing,photograph
photographs,photograph
photogravures,photogravure
photojournalists,photojournalist
photomapping,photomap
photomasks,photomask
photomicrographers,photomicrographer
photomicrographs,photomicrograph
photomontages,photomontage
photomultipliers,photomultiplier
photomurals,photomural
photons,photon
photoperiods,photoperiod
photopolymers,photopolymer
photoreceptors,photoreceptor
photos,photo
photosensitized,photosensitize
photosensitizing,photosensitize
photosets,photoset
photosetting,photoset
photospheres,photosphere
photostats,photostat
photostatting,photostat
photosynthesised,photosynthesise
photosynthesising,photosynthesise
photosynthesizing,photosynthesize
phototransistors,phototransistor
photovoltaics,photovoltaic
phrased,phrase
phrases,phrase
phrasing,phrase
phrasings,phrasing
phrenologists,phrenologist
phyla,phylum
phylacteries,phylactery
phyllises,phyllis
phyllites,phyllite
phyllodes,phyllode
physicals,physical
physician-owned,physician-own
physicians,physician
physicists,physicist
physics,physic
physiocrats,physiocrat
physiologies,physiology
physiologists,physiologist
physiotherapists,physiotherapist
physiques,physique
phytohormones,phytohormone
phytoplanktons,phytoplankton
piaffes,piaffe
pianissimos,pianissimo
pianists,pianist
pianos,piano
